location,date,vaccine,total_vaccinations
Chile,11-05-21,Pfizer/BioNTech,2539463
Chile,11-05-21,Sinovac,13522853
Chile,12-05-21,Oxford/AstraZeneca,70028
Chile,12-05-21,Pfizer/BioNTech,2598977
Chile,12-05-21,Sinovac,13645034
Chile,13-05-21,Oxford/AstraZeneca,70573
Chile,13-05-21,Pfizer/BioNTech,2646919
Chile,13-05-21,Sinovac,13754208
Chile,14-05-21,Oxford/AstraZeneca,70808
Chile,14-05-21,Pfizer/BioNTech,2691846
Chile,14-05-21,Sinovac,13868496
Chile,15-05-21,Oxford/AstraZeneca,70848
Chile,15-05-21,Pfizer/BioNTech,2692140
Chile,15-05-21,Sinovac,13869619
Chile,16-05-21,Oxford/AstraZeneca,70848
Chile,16-05-21,Pfizer/BioNTech,2692220
Chile,16-05-21,Sinovac,13869975
Chile,17-05-21,Oxford/AstraZeneca,71142
Chile,17-05-21,Pfizer/BioNTech,2745592
Chile,17-05-21,Sinovac,13987929
Chile,18-05-21,Oxford/AstraZeneca,72567
Chile,18-05-21,Pfizer/BioNTech,2824241
Chile,18-05-21,Sinovac,14091599
Chile,19-05-21,Oxford/AstraZeneca,79070
Chile,19-05-21,Pfizer/BioNTech,2903830
Chile,19-05-21,Sinovac,14172490
Chile,20-05-21,Oxford/AstraZeneca,85772
Chile,20-05-21,Pfizer/BioNTech,2974838
Chile,20-05-21,Sinovac,14286587
Chile,21-05-21,Oxford/AstraZeneca,85842
Chile,21-05-21,Pfizer/BioNTech,2981889
Chile,21-05-21,Sinovac,14289129
Chile,22-05-21,Oxford/AstraZeneca,86329
Chile,22-05-21,Pfizer/BioNTech,2994479
Chile,22-05-21,Sinovac,14309151
Chile,23-05-21,Oxford/AstraZeneca,86349
Chile,23-05-21,Pfizer/BioNTech,2995610
Chile,23-05-21,Sinovac,14312287
Chile,24-05-21,Oxford/AstraZeneca,98667
Chile,24-05-21,Pfizer/BioNTech,3069965
Chile,24-05-21,Sinovac,14462555
Chile,25-05-21,Oxford/AstraZeneca,116065
Chile,25-05-21,Pfizer/BioNTech,3181606
Chile,25-05-21,Sinovac,14580240
Chile,26-05-21,Oxford/AstraZeneca,141048
Chile,26-05-21,Pfizer/BioNTech,3256203
Chile,26-05-21,Sinovac,14709639
Chile,27-05-21,Oxford/AstraZeneca,174055
Chile,27-05-21,Pfizer/BioNTech,3313855
Chile,27-05-21,Sinovac,14822149
Chile,28-05-21,Oxford/AstraZeneca,204910
Chile,28-05-21,Pfizer/BioNTech,3363151
Chile,28-05-21,Sinovac,14928299
Chile,29-05-21,Oxford/AstraZeneca,213077
Chile,29-05-21,Pfizer/BioNTech,3375687
Chile,29-05-21,Sinovac,14954966
Chile,30-05-21,Oxford/AstraZeneca,214410
Chile,30-05-21,Pfizer/BioNTech,3377309
Chile,30-05-21,Sinovac,14962103
Chile,31-05-21,CanSino,74
Chile,31-05-21,Oxford/AstraZeneca,255005
Chile,31-05-21,Pfizer/BioNTech,3448620
Chile,31-05-21,Sinovac,15065750
Chile,01-06-21,CanSino,10452
Chile,01-06-21,Oxford/AstraZeneca,296521
Chile,01-06-21,Pfizer/BioNTech,3555810
Chile,01-06-21,Sinovac,15127979
Chile,02-06-21,CanSino,33759
Chile,02-06-21,Oxford/AstraZeneca,325967
Chile,02-06-21,Pfizer/BioNTech,3638924
Chile,02-06-21,Sinovac,15196276
Chile,03-06-21,CanSino,73370
Chile,03-06-21,Oxford/AstraZeneca,328000
Chile,03-06-21,Pfizer/BioNTech,3686801
Chile,03-06-21,Sinovac,15270513
Chile,04-06-21,CanSino,107721
Chile,04-06-21,Oxford/AstraZeneca,329327
Chile,04-06-21,Pfizer/BioNTech,3711536
Chile,04-06-21,Sinovac,15355263
Chile,05-06-21,CanSino,117629
Chile,05-06-21,Oxford/AstraZeneca,329583
Chile,05-06-21,Pfizer/BioNTech,3716706
Chile,05-06-21,Sinovac,15377647
Chile,06-06-21,CanSino,119419
Chile,06-06-21,Oxford/AstraZeneca,329611
Chile,06-06-21,Pfizer/BioNTech,3717299
Chile,06-06-21,Sinovac,15380233
Chile,07-06-21,CanSino,146879
Chile,07-06-21,Oxford/AstraZeneca,331253
Chile,07-06-21,Pfizer/BioNTech,3729347
Chile,07-06-21,Sinovac,15520465
Chile,08-06-21,CanSino,166955
Chile,08-06-21,Oxford/AstraZeneca,332669
Chile,08-06-21,Pfizer/BioNTech,3743246
Chile,08-06-21,Sinovac,15669780
Chile,09-06-21,CanSino,183679
Chile,09-06-21,Oxford/AstraZeneca,334356
Chile,09-06-21,Pfizer/BioNTech,3755801
Chile,09-06-21,Sinovac,15832442
Chile,10-06-21,CanSino,196830
Chile,10-06-21,Oxford/AstraZeneca,335413
Chile,10-06-21,Pfizer/BioNTech,3769983
Chile,10-06-21,Sinovac,16007118
Chile,11-06-21,CanSino,200878
Chile,11-06-21,Oxford/AstraZeneca,336452
Chile,11-06-21,Pfizer/BioNTech,3787061
Chile,11-06-21,Sinovac,16163899
Chile,12-06-21,CanSino,201270
Chile,12-06-21,Oxford/AstraZeneca,336725
Chile,12-06-21,Pfizer/BioNTech,3789928
Chile,12-06-21,Sinovac,16192871
Chile,13-06-21,CanSino,201319
Chile,13-06-21,Oxford/AstraZeneca,336736
Chile,13-06-21,Pfizer/BioNTech,3790477
Chile,13-06-21,Sinovac,16194329
Chile,14-06-21,CanSino,205489
Chile,14-06-21,Oxford/AstraZeneca,337707
Chile,14-06-21,Pfizer/BioNTech,3822716
Chile,14-06-21,Sinovac,16378579
Chile,15-06-21,CanSino,209161
Chile,15-06-21,Oxford/AstraZeneca,338349
Chile,15-06-21,Pfizer/BioNTech,3876048
Chile,15-06-21,Sinovac,16531584
Chile,16-06-21,CanSino,213115
Chile,16-06-21,Oxford/AstraZeneca,339025
Chile,16-06-21,Pfizer/BioNTech,3947842
Chile,16-06-21,Sinovac,16681987
Chile,17-06-21,CanSino,216157
Chile,17-06-21,Oxford/AstraZeneca,339659
Chile,17-06-21,Pfizer/BioNTech,4014559
Chile,17-06-21,Sinovac,16795396
Chile,18-06-21,CanSino,218533
Chile,18-06-21,Oxford/AstraZeneca,340350
Chile,18-06-21,Pfizer/BioNTech,4052243
Chile,18-06-21,Sinovac,16861824
Chile,19-06-21,CanSino,218811
Chile,19-06-21,Oxford/AstraZeneca,340466
Chile,19-06-21,Pfizer/BioNTech,4063708
Chile,19-06-21,Sinovac,16886613
Chile,20-06-21,CanSino,218823
Chile,20-06-21,Oxford/AstraZeneca,340476
Chile,20-06-21,Pfizer/BioNTech,4064910
Chile,20-06-21,Sinovac,16889313
Chile,21-06-21,CanSino,218901
Chile,21-06-21,Oxford/AstraZeneca,340563
Chile,21-06-21,Pfizer/BioNTech,4073885
Chile,21-06-21,Sinovac,16899127
Chile,22-06-21,CanSino,222663
Chile,22-06-21,Oxford/AstraZeneca,342091
Chile,22-06-21,Pfizer/BioNTech,4229774
Chile,22-06-21,Sinovac,17039195
Chile,23-06-21,CanSino,235078
Chile,23-06-21,Oxford/AstraZeneca,344036
Chile,23-06-21,Pfizer/BioNTech,4339019
Chile,23-06-21,Sinovac,17160685
Chile,24-06-21,CanSino,298625
Chile,24-06-21,Oxford/AstraZeneca,347110
Chile,24-06-21,Pfizer/BioNTech,4419774
Chile,24-06-21,Sinovac,17260659
Chile,25-06-21,CanSino,348704
Chile,25-06-21,Oxford/AstraZeneca,350710
Chile,25-06-21,Pfizer/BioNTech,4487767
Chile,25-06-21,Sinovac,17344907
Chile,26-06-21,CanSino,358776
Chile,26-06-21,Oxford/AstraZeneca,351816
Chile,26-06-21,Pfizer/BioNTech,4507877
Chile,26-06-21,Sinovac,17365481
Chile,27-06-21,CanSino,360031
Chile,27-06-21,Oxford/AstraZeneca,351899
Chile,27-06-21,Pfizer/BioNTech,4509989
Chile,27-06-21,Sinovac,17367555
Chile,28-06-21,CanSino,361256
Chile,28-06-21,Oxford/AstraZeneca,352046
Chile,28-06-21,Pfizer/BioNTech,4512495
Chile,28-06-21,Sinovac,17369070
Chile,29-06-21,CanSino,393153
Chile,29-06-21,Oxford/AstraZeneca,357336
Chile,29-06-21,Pfizer/BioNTech,4637941
Chile,29-06-21,Sinovac,17446980
Chile,30-06-21,CanSino,416048
Chile,30-06-21,Oxford/AstraZeneca,361174
Chile,30-06-21,Pfizer/BioNTech,4762889
Chile,30-06-21,Sinovac,17492591
Chile,01-07-21,CanSino,430053
Chile,01-07-21,Oxford/AstraZeneca,363920
Chile,01-07-21,Pfizer/BioNTech,4893888
Chile,01-07-21,Sinovac,17523112
Chile,02-07-21,CanSino,441515
Chile,02-07-21,Oxford/AstraZeneca,366222
Chile,02-07-21,Pfizer/BioNTech,4988589
Chile,02-07-21,Sinovac,17552946
Chile,03-07-21,CanSino,444945
Chile,03-07-21,Oxford/AstraZeneca,366768
Chile,03-07-21,Pfizer/BioNTech,5010867
Chile,03-07-21,Sinovac,17563590
Chile,04-07-21,CanSino,445346
Chile,04-07-21,Oxford/AstraZeneca,366833
Chile,04-07-21,Pfizer/BioNTech,5013683
Chile,04-07-21,Sinovac,17564634
Chile,05-07-21,CanSino,455748
Chile,05-07-21,Oxford/AstraZeneca,370324
Chile,05-07-21,Pfizer/BioNTech,5080349
Chile,05-07-21,Sinovac,17611744
Chile,06-07-21,CanSino,463335
Chile,06-07-21,Oxford/AstraZeneca,373565
Chile,06-07-21,Pfizer/BioNTech,5136798
Chile,06-07-21,Sinovac,17661363
Chile,07-07-21,CanSino,468129
Chile,07-07-21,Oxford/AstraZeneca,376321
Chile,07-07-21,Pfizer/BioNTech,5220841
Chile,07-07-21,Sinovac,17721853
Chile,08-07-21,CanSino,471990
Chile,08-07-21,Oxford/AstraZeneca,378305
Chile,08-07-21,Pfizer/BioNTech,5288498
Chile,08-07-21,Sinovac,17796038
Chile,09-07-21,CanSino,475906
Chile,09-07-21,Oxford/AstraZeneca,380408
Chile,09-07-21,Pfizer/BioNTech,5348169
Chile,09-07-21,Sinovac,17860431
Chile,10-07-21,CanSino,477479
Chile,10-07-21,Oxford/AstraZeneca,381371
Chile,10-07-21,Pfizer/BioNTech,5370316
Chile,10-07-21,Sinovac,17876194
Chile,11-07-21,CanSino,477650
Chile,11-07-21,Oxford/AstraZeneca,381438
Chile,11-07-21,Pfizer/BioNTech,5373208
Chile,11-07-21,Sinovac,17877795
Chile,12-07-21,CanSino,481726
Chile,12-07-21,Oxford/AstraZeneca,383815
Chile,12-07-21,Pfizer/BioNTech,5431364
Chile,12-07-21,Sinovac,17963895
Chile,13-07-21,CanSino,484559
Chile,13-07-21,Oxford/AstraZeneca,385492
Chile,13-07-21,Pfizer/BioNTech,5519058
Chile,13-07-21,Sinovac,18039858
Chile,14-07-21,CanSino,487274
Chile,14-07-21,Oxford/AstraZeneca,386876
Chile,14-07-21,Pfizer/BioNTech,5583791
Chile,14-07-21,Sinovac,18123549
Chile,15-07-21,CanSino,492579
Chile,15-07-21,Oxford/AstraZeneca,389894
Chile,15-07-21,Pfizer/BioNTech,5644581
Chile,15-07-21,Sinovac,18215308
Chile,16-07-21,CanSino,492676
Chile,16-07-21,Oxford/AstraZeneca,389999
Chile,16-07-21,Pfizer/BioNTech,5646670
Chile,16-07-21,Sinovac,18217465
Chile,17-07-21,CanSino,493145
Chile,17-07-21,Oxford/AstraZeneca,390297
Chile,17-07-21,Pfizer/BioNTech,5654685
Chile,17-07-21,Sinovac,18231301
Chile,18-07-21,CanSino,493247
Chile,18-07-21,Oxford/AstraZeneca,390297
Chile,18-07-21,Pfizer/BioNTech,5655423
Chile,18-07-21,Sinovac,18232561
Chile,19-07-21,CanSino,495878
Chile,19-07-21,Oxford/AstraZeneca,392025
Chile,19-07-21,Pfizer/BioNTech,5707079
Chile,19-07-21,Sinovac,18292351
Chile,20-07-21,CanSino,497613
Chile,20-07-21,Oxford/AstraZeneca,393793
Chile,20-07-21,Pfizer/BioNTech,5782162
Chile,20-07-21,Sinovac,18343239
Chile,21-07-21,CanSino,499013
Chile,21-07-21,Oxford/AstraZeneca,395751
Chile,21-07-21,Pfizer/BioNTech,5840031
Chile,21-07-21,Sinovac,18384037
Chile,22-07-21,CanSino,500599
Chile,22-07-21,Oxford/AstraZeneca,397726
Chile,22-07-21,Pfizer/BioNTech,5884783
Chile,22-07-21,Sinovac,18413055
Chile,23-07-21,CanSino,501820
Chile,23-07-21,Oxford/AstraZeneca,401126
Chile,23-07-21,Pfizer/BioNTech,5971737
Chile,23-07-21,Sinovac,18434835
Chile,24-07-21,CanSino,503245
Chile,24-07-21,Oxford/AstraZeneca,402303
Chile,24-07-21,Pfizer/BioNTech,5986368
Chile,24-07-21,Sinovac,18451668
Chile,25-07-21,CanSino,503287
Chile,25-07-21,Oxford/AstraZeneca,402332
Chile,25-07-21,Pfizer/BioNTech,5987549
Chile,25-07-21,Sinovac,18453265
Chile,26-07-21,CanSino,504231
Chile,26-07-21,Oxford/AstraZeneca,404899
Chile,26-07-21,Pfizer/BioNTech,6023542
Chile,26-07-21,Sinovac,18467031
Chile,27-07-21,CanSino,505008
Chile,27-07-21,Oxford/AstraZeneca,407247
Chile,27-07-21,Pfizer/BioNTech,6058553
Chile,27-07-21,Sinovac,18477091
Chile,28-07-21,CanSino,505540
Chile,28-07-21,Oxford/AstraZeneca,408892
Chile,28-07-21,Pfizer/BioNTech,6083282
Chile,28-07-21,Sinovac,18484152
Chile,29-07-21,CanSino,506012
Chile,29-07-21,Oxford/AstraZeneca,410303
Chile,29-07-21,Pfizer/BioNTech,6163385
Chile,29-07-21,Sinovac,18489993
Chile,30-07-21,CanSino,506285
Chile,30-07-21,Oxford/AstraZeneca,411685
Chile,30-07-21,Pfizer/BioNTech,6231411
Chile,30-07-21,Sinovac,18494233
Chile,31-07-21,CanSino,506297
Chile,31-07-21,Oxford/AstraZeneca,411968
Chile,31-07-21,Pfizer/BioNTech,6240414
Chile,31-07-21,Sinovac,18495669
Chile,01-08-21,CanSino,506298
Chile,01-08-21,Oxford/AstraZeneca,411969
Chile,01-08-21,Pfizer/BioNTech,6240801
Chile,01-08-21,Sinovac,18495734
Chile,02-08-21,CanSino,506741
Chile,02-08-21,Oxford/AstraZeneca,412797
Chile,02-08-21,Pfizer/BioNTech,6242527
Chile,02-08-21,Sinovac,18526768
Croatia,01-01-21,Pfizer/BioNTech,1958
Croatia,08-01-21,Johnson&Johnson,1
Croatia,08-01-21,Moderna,4
Croatia,08-01-21,Pfizer/BioNTech,30810
Croatia,15-01-21,Moderna,1491
Croatia,15-01-21,Oxford/AstraZeneca,2
Croatia,15-01-21,Pfizer/BioNTech,47869
Croatia,22-01-21,Moderna,2635
Croatia,22-01-21,Pfizer/BioNTech,70340
Croatia,29-01-21,Moderna,2720
Croatia,29-01-21,Pfizer/BioNTech,86719
Croatia,05-02-21,Johnson&Johnson,2
Croatia,05-02-21,Moderna,3195
Croatia,05-02-21,Oxford/AstraZeneca,7
Croatia,05-02-21,Pfizer/BioNTech,103629
Croatia,12-02-21,Moderna,8223
Croatia,12-02-21,Oxford/AstraZeneca,3177
Croatia,12-02-21,Pfizer/BioNTech,124250
Croatia,19-02-21,Johnson&Johnson,3
Croatia,19-02-21,Moderna,13287
Croatia,19-02-21,Oxford/AstraZeneca,18923
Croatia,19-02-21,Pfizer/BioNTech,144086
Croatia,26-02-21,Moderna,14432
Croatia,26-02-21,Oxford/AstraZeneca,59647
Croatia,26-02-21,Pfizer/BioNTech,163915
Croatia,05-03-21,Moderna,22867
Croatia,05-03-21,Oxford/AstraZeneca,83931
Croatia,05-03-21,Pfizer/BioNTech,187784
Croatia,12-03-21,Johnson&Johnson,5
Croatia,12-03-21,Moderna,29556
Croatia,12-03-21,Oxford/AstraZeneca,116967
Croatia,12-03-21,Pfizer/BioNTech,211078
Croatia,19-03-21,Johnson&Johnson,11
Croatia,19-03-21,Moderna,44790
Croatia,19-03-21,Oxford/AstraZeneca,137435
Croatia,19-03-21,Pfizer/BioNTech,241925
Croatia,26-03-21,Johnson&Johnson,13
Croatia,26-03-21,Moderna,52636
Croatia,26-03-21,Oxford/AstraZeneca,157749
Croatia,26-03-21,Pfizer/BioNTech,275260
Croatia,02-04-21,Johnson&Johnson,15
Croatia,02-04-21,Moderna,71800
Croatia,02-04-21,Oxford/AstraZeneca,173380
Croatia,02-04-21,Pfizer/BioNTech,307360
Croatia,09-04-21,Johnson&Johnson,35
Croatia,09-04-21,Moderna,83948
Croatia,09-04-21,Oxford/AstraZeneca,201987
Croatia,09-04-21,Pfizer/BioNTech,334954
Croatia,16-04-21,Johnson&Johnson,39
Croatia,16-04-21,Moderna,104114
Croatia,16-04-21,Oxford/AstraZeneca,233070
Croatia,16-04-21,Pfizer/BioNTech,394590
Croatia,23-04-21,Johnson&Johnson,39
Croatia,23-04-21,Moderna,114976
Croatia,23-04-21,Oxford/AstraZeneca,247691
Croatia,23-04-21,Pfizer/BioNTech,471764
Croatia,30-04-21,Johnson&Johnson,795
Croatia,30-04-21,Moderna,129725
Croatia,30-04-21,Oxford/AstraZeneca,267516
Croatia,30-04-21,Pfizer/BioNTech,557658
Croatia,07-05-21,Johnson&Johnson,3594
Croatia,07-05-21,Moderna,146901
Croatia,07-05-21,Oxford/AstraZeneca,307888
Croatia,07-05-21,Pfizer/BioNTech,731179
Croatia,14-05-21,Johnson&Johnson,6137
Croatia,14-05-21,Moderna,172014
Croatia,14-05-21,Oxford/AstraZeneca,346988
Croatia,14-05-21,Pfizer/BioNTech,906278
Croatia,21-05-21,Johnson&Johnson,9435
Croatia,21-05-21,Moderna,195635
Croatia,21-05-21,Oxford/AstraZeneca,379934
Croatia,21-05-21,Pfizer/BioNTech,1059124
Croatia,28-05-21,Johnson&Johnson,12485
Croatia,28-05-21,Moderna,211492
Croatia,28-05-21,Oxford/AstraZeneca,409340
Croatia,28-05-21,Pfizer/BioNTech,1196877
Croatia,04-06-21,Johnson&Johnson,14642
Croatia,04-06-21,Moderna,222509
Croatia,04-06-21,Oxford/AstraZeneca,427443
Croatia,04-06-21,Pfizer/BioNTech,1300256
Croatia,11-06-21,Johnson&Johnson,17425
Croatia,11-06-21,Moderna,240707
Croatia,11-06-21,Oxford/AstraZeneca,448568
Croatia,11-06-21,Pfizer/BioNTech,1463142
Croatia,18-06-21,Johnson&Johnson,19752
Croatia,18-06-21,Moderna,258742
Croatia,18-06-21,Oxford/AstraZeneca,465093
Croatia,18-06-21,Pfizer/BioNTech,1628713
Croatia,25-06-21,Johnson&Johnson,21753
Croatia,25-06-21,Moderna,269684
Croatia,25-06-21,Oxford/AstraZeneca,475126
Croatia,25-06-21,Pfizer/BioNTech,1754985
Croatia,02-07-21,Johnson&Johnson,24649
Croatia,02-07-21,Moderna,280643
Croatia,02-07-21,Oxford/AstraZeneca,494853
Croatia,02-07-21,Pfizer/BioNTech,1887891
Croatia,09-07-21,Johnson&Johnson,30180
Croatia,09-07-21,Moderna,287925
Croatia,09-07-21,Oxford/AstraZeneca,513953
Croatia,09-07-21,Pfizer/BioNTech,1994156
Croatia,16-07-21,Johnson&Johnson,37618
Croatia,16-07-21,Moderna,294219
Croatia,16-07-21,Oxford/AstraZeneca,520228
Croatia,16-07-21,Pfizer/BioNTech,2064014
Croatia,23-07-21,Johnson&Johnson,44854
Croatia,23-07-21,Moderna,297834
Croatia,23-07-21,Oxford/AstraZeneca,527261
Croatia,23-07-21,Pfizer/BioNTech,2133539
Croatia,30-07-21,Johnson&Johnson,51844
Croatia,30-07-21,Moderna,301563
Croatia,30-07-21,Oxford/AstraZeneca,536844
Croatia,30-07-21,Pfizer/BioNTech,2179090
Croatia,06-08-21,Johnson&Johnson,52562
Croatia,06-08-21,Moderna,301710
Croatia,06-08-21,Oxford/AstraZeneca,539025
Croatia,06-08-21,Pfizer/BioNTech,2185003
Cyprus,01-01-21,Pfizer/BioNTech,369
Cyprus,08-01-21,Pfizer/BioNTech,6086
Cyprus,15-01-21,Moderna,0
Cyprus,15-01-21,Pfizer/BioNTech,10833
Cyprus,22-01-21,Moderna,210
Cyprus,22-01-21,Pfizer/BioNTech,17881
Cyprus,29-01-21,Moderna,420
Cyprus,29-01-21,Pfizer/BioNTech,24952
Cyprus,05-02-21,Pfizer/BioNTech,32720
Cyprus,12-02-21,Moderna,421
Cyprus,12-02-21,Oxford/AstraZeneca,584
Cyprus,12-02-21,Pfizer/BioNTech,43384
Cyprus,19-02-21,Moderna,741
Cyprus,19-02-21,Oxford/AstraZeneca,6126
Cyprus,19-02-21,Pfizer/BioNTech,51652
Cyprus,26-02-21,Moderna,951
Cyprus,26-02-21,Oxford/AstraZeneca,18136
Cyprus,26-02-21,Pfizer/BioNTech,59380
Cyprus,05-03-21,Moderna,1301
Cyprus,05-03-21,Oxford/AstraZeneca,28650
Cyprus,05-03-21,Pfizer/BioNTech,69327
Cyprus,12-03-21,Moderna,4195
Cyprus,12-03-21,Oxford/AstraZeneca,40827
Cyprus,12-03-21,Pfizer/BioNTech,78860
Cyprus,19-03-21,Moderna,4304
Cyprus,19-03-21,Oxford/AstraZeneca,41719
Cyprus,19-03-21,Pfizer/BioNTech,85728
Cyprus,26-03-21,Moderna,4304
Cyprus,26-03-21,Oxford/AstraZeneca,48256
Cyprus,26-03-21,Pfizer/BioNTech,95339
Cyprus,02-04-21,Moderna,6547
Cyprus,02-04-21,Oxford/AstraZeneca,52195
Cyprus,02-04-21,Pfizer/BioNTech,103028
Cyprus,09-04-21,Moderna,12456
Cyprus,09-04-21,Oxford/AstraZeneca,60123
Cyprus,09-04-21,Pfizer/BioNTech,113013
Cyprus,16-04-21,Johnson&Johnson,0
Cyprus,16-04-21,Moderna,13236
Cyprus,16-04-21,Oxford/AstraZeneca,66995
Cyprus,16-04-21,Pfizer/BioNTech,130595
Cyprus,23-04-21,Oxford/AstraZeneca,77988
Cyprus,23-04-21,Pfizer/BioNTech,150831
Cyprus,30-04-21,Johnson&Johnson,1188
Cyprus,30-04-21,Moderna,15635
Cyprus,30-04-21,Oxford/AstraZeneca,84554
Cyprus,30-04-21,Pfizer/BioNTech,193053
Cyprus,07-05-21,Johnson&Johnson,2249
Cyprus,07-05-21,Moderna,21442
Cyprus,07-05-21,Oxford/AstraZeneca,95843
Cyprus,07-05-21,Pfizer/BioNTech,238781
Cyprus,14-05-21,Johnson&Johnson,5662
Cyprus,14-05-21,Moderna,28322
Cyprus,14-05-21,Oxford/AstraZeneca,121922
Cyprus,14-05-21,Pfizer/BioNTech,280960
Cyprus,21-05-21,Moderna,37412
Cyprus,21-05-21,Oxford/AstraZeneca,146980
Cyprus,21-05-21,Pfizer/BioNTech,329189
Cyprus,28-05-21,Johnson&Johnson,5662
Cyprus,28-05-21,Moderna,44461
Cyprus,28-05-21,Oxford/AstraZeneca,164905
Cyprus,28-05-21,Pfizer/BioNTech,375387
Cyprus,04-06-21,Moderna,48348
Cyprus,04-06-21,Oxford/AstraZeneca,175900
Cyprus,04-06-21,Pfizer/BioNTech,413040
Cyprus,11-06-21,Johnson&Johnson,6062
Cyprus,11-06-21,Moderna,54602
Cyprus,11-06-21,Oxford/AstraZeneca,187096
Cyprus,11-06-21,Pfizer/BioNTech,448451
Cyprus,18-06-21,Johnson&Johnson,12893
Cyprus,18-06-21,Moderna,63102
Cyprus,18-06-21,Oxford/AstraZeneca,197068
Cyprus,18-06-21,Pfizer/BioNTech,481629
Cyprus,25-06-21,Johnson&Johnson,14120
Cyprus,25-06-21,Moderna,70093
Cyprus,25-06-21,Oxford/AstraZeneca,204489
Cyprus,25-06-21,Pfizer/BioNTech,502801
Cyprus,02-07-21,Johnson&Johnson,14538
Cyprus,02-07-21,Moderna,72330
Cyprus,02-07-21,Oxford/AstraZeneca,218282
Cyprus,02-07-21,Pfizer/BioNTech,532405
Cyprus,09-07-21,Johnson&Johnson,14983
Cyprus,09-07-21,Moderna,73098
Cyprus,09-07-21,Oxford/AstraZeneca,237295
Cyprus,09-07-21,Pfizer/BioNTech,562196
Cyprus,16-07-21,Johnson&Johnson,16069
Cyprus,16-07-21,Moderna,74634
Cyprus,16-07-21,Oxford/AstraZeneca,245037
Cyprus,16-07-21,Pfizer/BioNTech,587728
Cyprus,23-07-21,Johnson&Johnson,17238
Cyprus,23-07-21,Moderna,75705
Cyprus,23-07-21,Oxford/AstraZeneca,248027
Cyprus,23-07-21,Pfizer/BioNTech,610888
Cyprus,30-07-21,Johnson&Johnson,17847
Cyprus,30-07-21,Moderna,77108
Cyprus,30-07-21,Oxford/AstraZeneca,250656
Cyprus,30-07-21,Pfizer/BioNTech,631778
Cyprus,06-08-21,Johnson&Johnson,18089
Cyprus,06-08-21,Moderna,77849
Cyprus,06-08-21,Oxford/AstraZeneca,251076
Cyprus,06-08-21,Pfizer/BioNTech,648196
Czechia,27-12-20,Pfizer/BioNTech,1261
Czechia,28-12-20,Pfizer/BioNTech,3560
Czechia,29-12-20,Pfizer/BioNTech,7014
Czechia,30-12-20,Pfizer/BioNTech,10504
Czechia,31-12-20,Pfizer/BioNTech,11810
Czechia,01-01-21,Pfizer/BioNTech,12072
Czechia,02-01-21,Pfizer/BioNTech,13343
Czechia,03-01-21,Pfizer/BioNTech,14260
Czechia,04-01-21,Moderna,3
Czechia,04-01-21,Pfizer/BioNTech,17850
Czechia,05-01-21,Pfizer/BioNTech,22349
Czechia,06-01-21,Pfizer/BioNTech,28181
Czechia,07-01-21,Pfizer/BioNTech,36140
Czechia,08-01-21,Pfizer/BioNTech,46106
Czechia,09-01-21,Pfizer/BioNTech,48125
Czechia,10-01-21,Pfizer/BioNTech,49883
Czechia,11-01-21,Pfizer/BioNTech,59698
Czechia,12-01-21,Pfizer/BioNTech,73094
Czechia,13-01-21,Pfizer/BioNTech,86588
Czechia,14-01-21,Moderna,1233
Czechia,14-01-21,Pfizer/BioNTech,100545
Czechia,15-01-21,Moderna,1992
Czechia,15-01-21,Pfizer/BioNTech,113741
Czechia,16-01-21,Moderna,2318
Czechia,16-01-21,Pfizer/BioNTech,116793
Czechia,17-01-21,Moderna,2407
Czechia,17-01-21,Pfizer/BioNTech,119941
Czechia,18-01-21,Moderna,2584
Czechia,18-01-21,Pfizer/BioNTech,134050
Czechia,19-01-21,Moderna,3359
Czechia,19-01-21,Pfizer/BioNTech,148534
Czechia,20-01-21,Moderna,4940
Czechia,20-01-21,Pfizer/BioNTech,163220
Czechia,21-01-21,Moderna,5899
Czechia,21-01-21,Pfizer/BioNTech,179586
Czechia,22-01-21,Moderna,6095
Czechia,22-01-21,Pfizer/BioNTech,195243
Czechia,23-01-21,Moderna,6136
Czechia,23-01-21,Pfizer/BioNTech,199365
Czechia,24-01-21,Moderna,6260
Czechia,24-01-21,Pfizer/BioNTech,202351
Czechia,25-01-21,Moderna,6459
Czechia,25-01-21,Pfizer/BioNTech,214731
Czechia,26-01-21,Moderna,6733
Czechia,26-01-21,Pfizer/BioNTech,228932
Czechia,27-01-21,Moderna,7036
Czechia,27-01-21,Pfizer/BioNTech,242137
Czechia,28-01-21,Moderna,7157
Czechia,28-01-21,Pfizer/BioNTech,255175
Czechia,29-01-21,Moderna,7308
Czechia,29-01-21,Pfizer/BioNTech,269071
Czechia,30-01-21,Moderna,7311
Czechia,30-01-21,Pfizer/BioNTech,270880
Czechia,31-01-21,Moderna,7312
Czechia,31-01-21,Pfizer/BioNTech,272759
Czechia,01-02-21,Moderna,7570
Czechia,01-02-21,Pfizer/BioNTech,284362
Czechia,02-02-21,Moderna,7897
Czechia,02-02-21,Pfizer/BioNTech,298359
Czechia,03-02-21,Moderna,8628
Czechia,03-02-21,Pfizer/BioNTech,312993
Czechia,04-02-21,Moderna,9766
Czechia,04-02-21,Pfizer/BioNTech,329686
Czechia,05-02-21,Moderna,10957
Czechia,05-02-21,Pfizer/BioNTech,344575
Czechia,06-02-21,Moderna,11215
