location,date,vaccine,total_vaccinations
Italy,09-05-21,Moderna,1938733
Italy,09-05-21,Oxford/AstraZeneca,5284348
Italy,09-05-21,Pfizer/BioNTech,16925263
Italy,10-05-21,Johnson&Johnson,192860
Italy,10-05-21,Moderna,1980949
Italy,10-05-21,Oxford/AstraZeneca,5393129
Italy,10-05-21,Pfizer/BioNTech,17207487
Italy,11-05-21,Johnson&Johnson,202674
Italy,11-05-21,Moderna,2046928
Italy,11-05-21,Oxford/AstraZeneca,5496248
Italy,11-05-21,Pfizer/BioNTech,17485967
Italy,12-05-21,Johnson&Johnson,211536
Italy,12-05-21,Moderna,2109079
Italy,12-05-21,Oxford/AstraZeneca,5597307
Italy,12-05-21,Pfizer/BioNTech,17798650
Italy,13-05-21,Johnson&Johnson,219722
Italy,13-05-21,Moderna,2157768
Italy,13-05-21,Oxford/AstraZeneca,5689974
Italy,13-05-21,Pfizer/BioNTech,18178401
Italy,14-05-21,Johnson&Johnson,227849
Italy,14-05-21,Moderna,2207974
Italy,14-05-21,Oxford/AstraZeneca,5787516
Italy,14-05-21,Pfizer/BioNTech,18577328
Italy,15-05-21,Johnson&Johnson,245780
Italy,15-05-21,Moderna,2263211
Italy,15-05-21,Oxford/AstraZeneca,5883792
Italy,15-05-21,Pfizer/BioNTech,18952609
Italy,16-05-21,Johnson&Johnson,262007
Italy,16-05-21,Moderna,2298531
Italy,16-05-21,Oxford/AstraZeneca,5963041
Italy,16-05-21,Pfizer/BioNTech,19231825
Italy,17-05-21,Johnson&Johnson,279964
Italy,17-05-21,Moderna,2344221
Italy,17-05-21,Oxford/AstraZeneca,6043852
Italy,17-05-21,Pfizer/BioNTech,19554733
Italy,18-05-21,Johnson&Johnson,298084
Italy,18-05-21,Moderna,2397439
Italy,18-05-21,Oxford/AstraZeneca,6141351
Italy,18-05-21,Pfizer/BioNTech,19855368
Italy,19-05-21,Johnson&Johnson,316462
Italy,19-05-21,Moderna,2452884
Italy,19-05-21,Oxford/AstraZeneca,6242687
Italy,19-05-21,Pfizer/BioNTech,20167301
Italy,20-05-21,Johnson&Johnson,336449
Italy,20-05-21,Moderna,2493454
Italy,20-05-21,Oxford/AstraZeneca,6332539
Italy,20-05-21,Pfizer/BioNTech,20570280
Italy,21-05-21,Johnson&Johnson,355032
Italy,21-05-21,Moderna,2538483
Italy,21-05-21,Oxford/AstraZeneca,6427824
Italy,21-05-21,Pfizer/BioNTech,20981985
Italy,22-05-21,Johnson&Johnson,393256
Italy,22-05-21,Moderna,2604839
Italy,22-05-21,Oxford/AstraZeneca,6514041
Italy,22-05-21,Pfizer/BioNTech,21311452
Italy,23-05-21,Johnson&Johnson,429216
Italy,23-05-21,Moderna,2660063
Italy,23-05-21,Oxford/AstraZeneca,6574504
Italy,23-05-21,Pfizer/BioNTech,21567388
Italy,24-05-21,Johnson&Johnson,461687
Italy,24-05-21,Moderna,2729892
Italy,24-05-21,Oxford/AstraZeneca,6655256
Italy,24-05-21,Pfizer/BioNTech,21848778
Italy,25-05-21,Johnson&Johnson,491034
Italy,25-05-21,Moderna,2828207
Italy,25-05-21,Oxford/AstraZeneca,6757114
Italy,25-05-21,Pfizer/BioNTech,22097957
Italy,26-05-21,Johnson&Johnson,522006
Italy,26-05-21,Moderna,2936256
Italy,26-05-21,Oxford/AstraZeneca,6863758
Italy,26-05-21,Pfizer/BioNTech,22378204
Italy,27-05-21,Johnson&Johnson,544012
Italy,27-05-21,Moderna,3013179
Italy,27-05-21,Oxford/AstraZeneca,6963701
Italy,27-05-21,Pfizer/BioNTech,22769307
Italy,28-05-21,Johnson&Johnson,564163
Italy,28-05-21,Moderna,3076248
Italy,28-05-21,Oxford/AstraZeneca,7062389
Italy,28-05-21,Pfizer/BioNTech,23181569
Italy,29-05-21,Johnson&Johnson,583198
Italy,29-05-21,Moderna,3133484
Italy,29-05-21,Oxford/AstraZeneca,7138065
Italy,29-05-21,Pfizer/BioNTech,23554051
Italy,30-05-21,Johnson&Johnson,602081
Italy,30-05-21,Moderna,3173676
Italy,30-05-21,Oxford/AstraZeneca,7188550
Italy,30-05-21,Pfizer/BioNTech,23846700
Italy,31-05-21,Johnson&Johnson,658550
Italy,31-05-21,Moderna,3260709
Italy,31-05-21,Oxford/AstraZeneca,7264442
Italy,31-05-21,Pfizer/BioNTech,24106949
Italy,01-06-21,Johnson&Johnson,725672
Italy,01-06-21,Moderna,3343092
Italy,01-06-21,Oxford/AstraZeneca,7330947
Italy,01-06-21,Pfizer/BioNTech,24359082
Italy,02-06-21,Johnson&Johnson,763558
Italy,02-06-21,Moderna,3390087
Italy,02-06-21,Oxford/AstraZeneca,7368794
Italy,02-06-21,Pfizer/BioNTech,24648020
Italy,03-06-21,Johnson&Johnson,801392
Italy,03-06-21,Moderna,3442810
Italy,03-06-21,Oxford/AstraZeneca,7433393
Italy,03-06-21,Pfizer/BioNTech,25089840
Italy,04-06-21,Johnson&Johnson,849129
Italy,04-06-21,Moderna,3501094
Italy,04-06-21,Oxford/AstraZeneca,7496144
Italy,04-06-21,Pfizer/BioNTech,25553230
Italy,05-06-21,Johnson&Johnson,906357
Italy,05-06-21,Moderna,3545078
Italy,05-06-21,Oxford/AstraZeneca,7561581
Italy,05-06-21,Pfizer/BioNTech,26004742
Italy,06-06-21,Johnson&Johnson,955380
Italy,06-06-21,Moderna,3575459
Italy,06-06-21,Oxford/AstraZeneca,7629273
Italy,06-06-21,Pfizer/BioNTech,26369740
Italy,07-06-21,Johnson&Johnson,992660
Italy,07-06-21,Moderna,3621738
Italy,07-06-21,Oxford/AstraZeneca,7704777
Italy,07-06-21,Pfizer/BioNTech,26781503
Italy,08-06-21,Johnson&Johnson,1033541
Italy,08-06-21,Moderna,3682907
Italy,08-06-21,Oxford/AstraZeneca,7785336
Italy,08-06-21,Pfizer/BioNTech,27180658
Italy,09-06-21,Johnson&Johnson,1071885
Italy,09-06-21,Moderna,3750214
Italy,09-06-21,Oxford/AstraZeneca,7871372
Italy,09-06-21,Pfizer/BioNTech,27582518
Italy,10-06-21,Johnson&Johnson,1104723
Italy,10-06-21,Moderna,3793007
Italy,10-06-21,Oxford/AstraZeneca,7946541
Italy,10-06-21,Pfizer/BioNTech,28064708
Italy,11-06-21,Johnson&Johnson,1128630
Italy,11-06-21,Moderna,3832272
Italy,11-06-21,Oxford/AstraZeneca,8010326
Italy,11-06-21,Pfizer/BioNTech,28560132
Italy,12-06-21,Johnson&Johnson,1143775
Italy,12-06-21,Moderna,3877806
Italy,12-06-21,Oxford/AstraZeneca,8037334
Italy,12-06-21,Pfizer/BioNTech,29036265
Italy,13-06-21,Johnson&Johnson,1149500
Italy,13-06-21,Moderna,3927303
Italy,13-06-21,Oxford/AstraZeneca,8054779
Italy,13-06-21,Pfizer/BioNTech,29398624
Italy,14-06-21,Johnson&Johnson,1156351
Italy,14-06-21,Moderna,3982484
Italy,14-06-21,Oxford/AstraZeneca,8086523
Italy,14-06-21,Pfizer/BioNTech,29837413
Italy,15-06-21,Johnson&Johnson,1163427
Italy,15-06-21,Moderna,4059520
Italy,15-06-21,Oxford/AstraZeneca,8123930
Italy,15-06-21,Pfizer/BioNTech,30246574
Italy,16-06-21,Johnson&Johnson,1171427
Italy,16-06-21,Moderna,4146498
Italy,16-06-21,Oxford/AstraZeneca,8168619
Italy,16-06-21,Pfizer/BioNTech,30663701
Italy,17-06-21,Johnson&Johnson,1179321
Italy,17-06-21,Moderna,4215503
Italy,17-06-21,Oxford/AstraZeneca,8211273
Italy,17-06-21,Pfizer/BioNTech,31147927
Italy,18-06-21,Johnson&Johnson,1185257
Italy,18-06-21,Moderna,4271621
Italy,18-06-21,Oxford/AstraZeneca,8253250
Italy,18-06-21,Pfizer/BioNTech,31652217
Italy,19-06-21,Johnson&Johnson,1189754
Italy,19-06-21,Moderna,4327084
Italy,19-06-21,Oxford/AstraZeneca,8288344
Italy,19-06-21,Pfizer/BioNTech,32115848
Italy,20-06-21,Johnson&Johnson,1192310
Italy,20-06-21,Moderna,4374652
Italy,20-06-21,Oxford/AstraZeneca,8318588
Italy,20-06-21,Pfizer/BioNTech,32472873
Italy,21-06-21,Johnson&Johnson,1197174
Italy,21-06-21,Moderna,4434975
Italy,21-06-21,Oxford/AstraZeneca,8370618
Italy,21-06-21,Pfizer/BioNTech,32913671
Italy,22-06-21,Johnson&Johnson,1202357
Italy,22-06-21,Moderna,4519978
Italy,22-06-21,Oxford/AstraZeneca,8422111
Italy,22-06-21,Pfizer/BioNTech,33343010
Italy,23-06-21,Johnson&Johnson,1208004
Italy,23-06-21,Moderna,4606381
Italy,23-06-21,Oxford/AstraZeneca,8476023
Italy,23-06-21,Pfizer/BioNTech,33764426
Italy,24-06-21,Johnson&Johnson,1213466
Italy,24-06-21,Moderna,4657721
Italy,24-06-21,Oxford/AstraZeneca,8520959
Italy,24-06-21,Pfizer/BioNTech,34272974
Italy,25-06-21,Johnson&Johnson,1218515
Italy,25-06-21,Moderna,4707292
Italy,25-06-21,Oxford/AstraZeneca,8580596
Italy,25-06-21,Pfizer/BioNTech,34775012
Italy,26-06-21,Johnson&Johnson,1222099
Italy,26-06-21,Moderna,4762504
Italy,26-06-21,Oxford/AstraZeneca,8632861
Italy,26-06-21,Pfizer/BioNTech,35218582
Italy,27-06-21,Johnson&Johnson,1225367
Italy,27-06-21,Moderna,4810242
Italy,27-06-21,Oxford/AstraZeneca,8675002
Italy,27-06-21,Pfizer/BioNTech,35556774
Italy,28-06-21,Johnson&Johnson,1229368
Italy,28-06-21,Moderna,4869740
Italy,28-06-21,Oxford/AstraZeneca,8742769
Italy,28-06-21,Pfizer/BioNTech,35984204
Italy,29-06-21,Johnson&Johnson,1233028
Italy,29-06-21,Moderna,4945090
Italy,29-06-21,Oxford/AstraZeneca,8837714
Italy,29-06-21,Pfizer/BioNTech,36372341
Italy,30-06-21,Johnson&Johnson,1237813
Italy,30-06-21,Moderna,5014362
Italy,30-06-21,Oxford/AstraZeneca,8942608
Italy,30-06-21,Pfizer/BioNTech,36765702
Italy,01-07-21,Johnson&Johnson,1242869
Italy,01-07-21,Moderna,5065201
Italy,01-07-21,Oxford/AstraZeneca,9027159
Italy,01-07-21,Pfizer/BioNTech,37193088
Italy,02-07-21,Johnson&Johnson,1247045
Italy,02-07-21,Moderna,5116909
Italy,02-07-21,Oxford/AstraZeneca,9113028
Italy,02-07-21,Pfizer/BioNTech,37605638
Italy,03-07-21,Johnson&Johnson,1249702
Italy,03-07-21,Moderna,5169890
Italy,03-07-21,Oxford/AstraZeneca,9195373
Italy,03-07-21,Pfizer/BioNTech,37994178
Italy,04-07-21,Johnson&Johnson,1252109
Italy,04-07-21,Moderna,5210106
Italy,04-07-21,Oxford/AstraZeneca,9260043
Italy,04-07-21,Pfizer/BioNTech,38300878
Italy,05-07-21,Johnson&Johnson,1256315
Italy,05-07-21,Moderna,5292724
Italy,05-07-21,Oxford/AstraZeneca,9347652
Italy,05-07-21,Pfizer/BioNTech,38665794
Italy,06-07-21,Johnson&Johnson,1260347
Italy,06-07-21,Moderna,5366469
Italy,06-07-21,Oxford/AstraZeneca,9439742
Italy,06-07-21,Pfizer/BioNTech,39032012
Italy,07-07-21,Johnson&Johnson,1263600
Italy,07-07-21,Moderna,5436815
Italy,07-07-21,Oxford/AstraZeneca,9547336
Italy,07-07-21,Pfizer/BioNTech,39398069
Italy,08-07-21,Johnson&Johnson,1266850
Italy,08-07-21,Moderna,5485744
Italy,08-07-21,Oxford/AstraZeneca,9644852
Italy,08-07-21,Pfizer/BioNTech,39832588
Italy,09-07-21,Johnson&Johnson,1269796
Italy,09-07-21,Moderna,5537392
Italy,09-07-21,Oxford/AstraZeneca,9749496
Italy,09-07-21,Pfizer/BioNTech,40270772
Italy,10-07-21,Johnson&Johnson,1271697
Italy,10-07-21,Moderna,5580288
Italy,10-07-21,Oxford/AstraZeneca,9850232
Italy,10-07-21,Pfizer/BioNTech,40693451
Italy,11-07-21,Johnson&Johnson,1273511
Italy,11-07-21,Moderna,5611776
Italy,11-07-21,Oxford/AstraZeneca,9912709
Italy,11-07-21,Pfizer/BioNTech,41008271
Italy,12-07-21,Johnson&Johnson,1276872
Italy,12-07-21,Moderna,5670432
Italy,12-07-21,Oxford/AstraZeneca,10015749
Italy,12-07-21,Pfizer/BioNTech,41409120
Italy,13-07-21,Johnson&Johnson,1279872
Italy,13-07-21,Moderna,5742116
Italy,13-07-21,Oxford/AstraZeneca,10107091
Italy,13-07-21,Pfizer/BioNTech,41813545
Italy,14-07-21,Johnson&Johnson,1283789
Italy,14-07-21,Moderna,5823052
Italy,14-07-21,Oxford/AstraZeneca,10204254
Italy,14-07-21,Pfizer/BioNTech,42197432
Italy,15-07-21,Johnson&Johnson,1287774
Italy,15-07-21,Moderna,5889288
Italy,15-07-21,Oxford/AstraZeneca,10296359
Italy,15-07-21,Pfizer/BioNTech,42647897
Italy,16-07-21,Johnson&Johnson,1290853
Italy,16-07-21,Moderna,5949912
Italy,16-07-21,Oxford/AstraZeneca,10388135
Italy,16-07-21,Pfizer/BioNTech,43086586
Italy,17-07-21,Johnson&Johnson,1293155
Italy,17-07-21,Moderna,6009594
Italy,17-07-21,Oxford/AstraZeneca,10470905
Italy,17-07-21,Pfizer/BioNTech,43478968
Italy,18-07-21,Johnson&Johnson,1294577
Italy,18-07-21,Moderna,6064580
Italy,18-07-21,Oxford/AstraZeneca,10538558
Italy,18-07-21,Pfizer/BioNTech,43798997
Italy,19-07-21,Johnson&Johnson,1297701
Italy,19-07-21,Moderna,6128487
Italy,19-07-21,Oxford/AstraZeneca,10631597
Italy,19-07-21,Pfizer/BioNTech,44211175
Italy,20-07-21,Johnson&Johnson,1301196
Italy,20-07-21,Moderna,6203141
Italy,20-07-21,Oxford/AstraZeneca,10729411
Italy,20-07-21,Pfizer/BioNTech,44601112
Italy,21-07-21,Johnson&Johnson,1305434
Italy,21-07-21,Moderna,6288943
Italy,21-07-21,Oxford/AstraZeneca,10837196
Italy,21-07-21,Pfizer/BioNTech,44981861
Italy,22-07-21,Johnson&Johnson,1309930
Italy,22-07-21,Moderna,6362816
Italy,22-07-21,Oxford/AstraZeneca,10946795
Italy,22-07-21,Pfizer/BioNTech,45395998
Italy,23-07-21,Johnson&Johnson,1314383
Italy,23-07-21,Moderna,6434103
Italy,23-07-21,Oxford/AstraZeneca,11055323
Italy,23-07-21,Pfizer/BioNTech,45795695
Italy,24-07-21,Johnson&Johnson,1318758
Italy,24-07-21,Moderna,6505268
Italy,24-07-21,Oxford/AstraZeneca,11140949
Italy,24-07-21,Pfizer/BioNTech,46127956
Italy,25-07-21,Johnson&Johnson,1321336
Italy,25-07-21,Moderna,6554215
Italy,25-07-21,Oxford/AstraZeneca,11198447
Italy,25-07-21,Pfizer/BioNTech,46381088
Italy,26-07-21,Johnson&Johnson,1326561
Italy,26-07-21,Moderna,6630439
Italy,26-07-21,Oxford/AstraZeneca,11284544
Italy,26-07-21,Pfizer/BioNTech,46776027
Italy,27-07-21,Johnson&Johnson,1332484
Italy,27-07-21,Moderna,6712145
Italy,27-07-21,Oxford/AstraZeneca,11363938
Italy,27-07-21,Pfizer/BioNTech,47179920
Italy,28-07-21,Johnson&Johnson,1338679
Italy,28-07-21,Moderna,6815203
Italy,28-07-21,Oxford/AstraZeneca,11442938
Italy,28-07-21,Pfizer/BioNTech,47526979
Italy,29-07-21,Johnson&Johnson,1344282
Italy,29-07-21,Moderna,6917549
Italy,29-07-21,Oxford/AstraZeneca,11510962
Italy,29-07-21,Pfizer/BioNTech,47881698
Italy,30-07-21,Johnson&Johnson,1349842
Italy,30-07-21,Moderna,7021128
Italy,30-07-21,Oxford/AstraZeneca,11568451
Italy,30-07-21,Pfizer/BioNTech,48227222
Italy,31-07-21,Johnson&Johnson,1353917
Italy,31-07-21,Moderna,7108701
Italy,31-07-21,Oxford/AstraZeneca,11615462
Italy,31-07-21,Pfizer/BioNTech,48518995
Italy,01-08-21,Johnson&Johnson,1356039
Italy,01-08-21,Moderna,7176505
Italy,01-08-21,Oxford/AstraZeneca,11647689
Italy,01-08-21,Pfizer/BioNTech,48700050
Italy,02-08-21,Johnson&Johnson,1359135
Italy,02-08-21,Moderna,7259129
Italy,02-08-21,Oxford/AstraZeneca,11693262
Italy,02-08-21,Pfizer/BioNTech,49025702
Italy,03-08-21,Johnson&Johnson,1362031
Italy,03-08-21,Moderna,7341304
Italy,03-08-21,Oxford/AstraZeneca,11728538
Italy,03-08-21,Pfizer/BioNTech,49360279
Italy,04-08-21,Johnson&Johnson,1364682
Italy,04-08-21,Moderna,7431694
Italy,04-08-21,Oxford/AstraZeneca,11766248
Italy,04-08-21,Pfizer/BioNTech,49684173
Italy,05-08-21,Johnson&Johnson,1367526
Italy,05-08-21,Moderna,7515526
Italy,05-08-21,Oxford/AstraZeneca,11798305
Italy,05-08-21,Pfizer/BioNTech,50014864
Italy,06-08-21,Johnson&Johnson,1370472
Italy,06-08-21,Moderna,7595003
Italy,06-08-21,Oxford/AstraZeneca,11830236
Italy,06-08-21,Pfizer/BioNTech,50319727
Italy,07-08-21,Johnson&Johnson,1372909
Italy,07-08-21,Moderna,7660737
Italy,07-08-21,Oxford/AstraZeneca,11856252
Italy,07-08-21,Pfizer/BioNTech,50561252
Italy,08-08-21,Johnson&Johnson,1374198
Italy,08-08-21,Moderna,7717070
Italy,08-08-21,Oxford/AstraZeneca,11872926
Italy,08-08-21,Pfizer/BioNTech,50739686
Japan,17-02-21,Pfizer/BioNTech,125
Japan,18-02-21,Pfizer/BioNTech,611
Japan,19-02-21,Pfizer/BioNTech,5039
Japan,22-02-21,Pfizer/BioNTech,11934
Japan,24-02-21,Pfizer/BioNTech,17888
Japan,25-02-21,Pfizer/BioNTech,21896
Japan,26-02-21,Pfizer/BioNTech,28530
Japan,01-03-21,Pfizer/BioNTech,31785
Japan,02-03-21,Pfizer/BioNTech,34772
Japan,03-03-21,Pfizer/BioNTech,37303
Japan,04-03-21,Pfizer/BioNTech,39174
Japan,05-03-21,Pfizer/BioNTech,46469
Japan,08-03-21,Pfizer/BioNTech,70796
Japan,09-03-21,Pfizer/BioNTech,107558
Japan,10-03-21,Pfizer/BioNTech,148950
Japan,11-03-21,Pfizer/BioNTech,181184
Japan,12-03-21,Pfizer/BioNTech,230542
Japan,15-03-21,Pfizer/BioNTech,290275
Japan,16-03-21,Pfizer/BioNTech,359191
Japan,17-03-21,Pfizer/BioNTech,437485
Japan,18-03-21,Pfizer/BioNTech,508702
Japan,19-03-21,Pfizer/BioNTech,578835
Japan,22-03-21,Pfizer/BioNTech,652698
Japan,23-03-21,Pfizer/BioNTech,699126
Japan,24-03-21,Pfizer/BioNTech,741180
Japan,25-03-21,Pfizer/BioNTech,775122
Japan,26-03-21,Pfizer/BioNTech,822869
Japan,29-03-21,Pfizer/BioNTech,890662
Japan,30-03-21,Pfizer/BioNTech,949731
Japan,31-03-21,Pfizer/BioNTech,1002739
Japan,01-04-21,Pfizer/BioNTech,1050112
Japan,02-04-21,Pfizer/BioNTech,1096698
Japan,05-04-21,Pfizer/BioNTech,1196884
Japan,06-04-21,Pfizer/BioNTech,1288566
Japan,07-04-21,Pfizer/BioNTech,1393108
Japan,08-04-21,Pfizer/BioNTech,1487606
Japan,09-04-21,Pfizer/BioNTech,1592517
Japan,12-04-21,Pfizer/BioNTech,1694191
Japan,13-04-21,Pfizer/BioNTech,1752419
Japan,14-04-21,Pfizer/BioNTech,1808495
Japan,15-04-21,Pfizer/BioNTech,1870352
Japan,16-04-21,Pfizer/BioNTech,1951691
Japan,17-04-21,Pfizer/BioNTech,1960253
Japan,18-04-21,Pfizer/BioNTech,1968952
Japan,19-04-21,Pfizer/BioNTech,2124028
Japan,20-04-21,Pfizer/BioNTech,2305110
Japan,21-04-21,Pfizer/BioNTech,2523714
Japan,22-04-21,Pfizer/BioNTech,2738010
Japan,23-04-21,Pfizer/BioNTech,2977156
Japan,24-04-21,Pfizer/BioNTech,3017983
Japan,25-04-21,Pfizer/BioNTech,3043542
Japan,26-04-21,Pfizer/BioNTech,3372956
Japan,27-04-21,Pfizer/BioNTech,3662687
Japan,28-04-21,Pfizer/BioNTech,3995987
Japan,29-04-21,Pfizer/BioNTech,4017511
Japan,30-04-21,Pfizer/BioNTech,4365615
Japan,01-05-21,Pfizer/BioNTech,4409136
Japan,02-05-21,Pfizer/BioNTech,4434292
Japan,03-05-21,Pfizer/BioNTech,4442528
Japan,04-05-21,Pfizer/BioNTech,4451668
Japan,05-05-21,Pfizer/BioNTech,4462316
Japan,06-05-21,Pfizer/BioNTech,4848177
Japan,07-05-21,Pfizer/BioNTech,5044329
Japan,08-05-21,Pfizer/BioNTech,5112955
Japan,09-05-21,Pfizer/BioNTech,5194727
Japan,10-05-21,Pfizer/BioNTech,5548009
Japan,11-05-21,Pfizer/BioNTech,5885055
Japan,12-05-21,Pfizer/BioNTech,6273284
Japan,13-05-21,Pfizer/BioNTech,6695597
Japan,14-05-21,Pfizer/BioNTech,7116487
Japan,15-05-21,Pfizer/BioNTech,7287316
Japan,16-05-21,Pfizer/BioNTech,7495054
Japan,17-05-21,Pfizer/BioNTech,8102078
Japan,18-05-21,Pfizer/BioNTech,8664931
Japan,19-05-21,Pfizer/BioNTech,9303184
Japan,20-05-21,Pfizer/BioNTech,9835661
Japan,21-05-21,Pfizer/BioNTech,10415253
Japan,22-05-21,Pfizer/BioNTech,10741001
Japan,23-05-21,Pfizer/BioNTech,11089889
Japan,24-05-21,Moderna,10089
Japan,24-05-21,Pfizer/BioNTech,11861361
Japan,25-05-21,Moderna,20345
Japan,25-05-21,Pfizer/BioNTech,12510784
Japan,26-05-21,Moderna,31984
Japan,26-05-21,Pfizer/BioNTech,13219289
Japan,27-05-21,Moderna,44416
Japan,27-05-21,Pfizer/BioNTech,13940866
Japan,28-05-21,Moderna,58817
Japan,28-05-21,Pfizer/BioNTech,14655525
Japan,29-05-21,Moderna,74332
Japan,29-05-21,Pfizer/BioNTech,15167876
Japan,30-05-21,Moderna,90220
Japan,30-05-21,Pfizer/BioNTech,15676616
Japan,31-05-21,Moderna,109124
Japan,31-05-21,Pfizer/BioNTech,16550669
Japan,01-06-21,Moderna,128420
Japan,01-06-21,Pfizer/BioNTech,17433942
Japan,02-06-21,Moderna,148354
Japan,02-06-21,Pfizer/BioNTech,18363721
Japan,03-06-21,Moderna,168443
Japan,03-06-21,Pfizer/BioNTech,19279287
Japan,04-06-21,Moderna,189589
Japan,04-06-21,Pfizer/BioNTech,20173122
Japan,05-06-21,Moderna,209958
Japan,05-06-21,Pfizer/BioNTech,20886905
Japan,06-06-21,Moderna,232750
Japan,06-06-21,Pfizer/BioNTech,21599885
Japan,07-06-21,Moderna,263871
Japan,07-06-21,Pfizer/BioNTech,22643952
Japan,08-06-21,Moderna,294027
Japan,08-06-21,Pfizer/BioNTech,23705620
Japan,09-06-21,Moderna,322408
Japan,09-06-21,Pfizer/BioNTech,24810223
Japan,10-06-21,Moderna,353184
Japan,10-06-21,Pfizer/BioNTech,25882286
Japan,11-06-21,Moderna,383991
Japan,11-06-21,Pfizer/BioNTech,26937150
Japan,12-06-21,Moderna,416796
Japan,12-06-21,Pfizer/BioNTech,27820931
Japan,13-06-21,Moderna,450330
Japan,13-06-21,Pfizer/BioNTech,28691501
Japan,14-06-21,Moderna,485436
Japan,14-06-21,Pfizer/BioNTech,29863084
Japan,15-06-21,Moderna,517629
Japan,15-06-21,Pfizer/BioNTech,31046524
Japan,16-06-21,Moderna,550581
Japan,16-06-21,Pfizer/BioNTech,32267486
Japan,17-06-21,Moderna,586873
Japan,17-06-21,Pfizer/BioNTech,33493077
Japan,18-06-21,Moderna,618288
Japan,18-06-21,Pfizer/BioNTech,34672198
Japan,19-06-21,Moderna,655187
Japan,19-06-21,Pfizer/BioNTech,35711963
Japan,20-06-21,Moderna,694623
Japan,20-06-21,Pfizer/BioNTech,36748404
Japan,21-06-21,Moderna,757247
Japan,21-06-21,Pfizer/BioNTech,38013585
Japan,22-06-21,Moderna,815512
Japan,22-06-21,Pfizer/BioNTech,39301052
Japan,23-06-21,Moderna,876887
Japan,23-06-21,Pfizer/BioNTech,40622902
Japan,24-06-21,Moderna,931418
Japan,24-06-21,Pfizer/BioNTech,41935996
Japan,25-06-21,Moderna,995866
Japan,25-06-21,Pfizer/BioNTech,43232664
Japan,26-06-21,Moderna,1057990
Japan,26-06-21,Pfizer/BioNTech,44428400
Japan,27-06-21,Moderna,1120331
Japan,27-06-21,Pfizer/BioNTech,45612807
Japan,28-06-21,Moderna,1202251
Japan,28-06-21,Pfizer/BioNTech,46917782
Japan,29-06-21,Moderna,1285594
Japan,29-06-21,Pfizer/BioNTech,48255821
Japan,30-06-21,Moderna,1374054
Japan,30-06-21,Pfizer/BioNTech,49592814
Japan,01-07-21,Moderna,1461590
Japan,01-07-21,Pfizer/BioNTech,50701677
Japan,02-07-21,Moderna,1551670
Japan,02-07-21,Pfizer/BioNTech,51747435
Japan,03-07-21,Moderna,1652274
Japan,03-07-21,Pfizer/BioNTech,52983088
Japan,04-07-21,Moderna,1738278
Japan,04-07-21,Pfizer/BioNTech,54165967
Japan,05-07-21,Moderna,1852346
Japan,05-07-21,Pfizer/BioNTech,55494393
Japan,06-07-21,Moderna,1961607
Japan,06-07-21,Pfizer/BioNTech,56857150
Japan,07-07-21,Moderna,2071567
Japan,07-07-21,Pfizer/BioNTech,58210908
Japan,08-07-21,Moderna,2189462
Japan,08-07-21,Pfizer/BioNTech,59542374
Japan,09-07-21,Moderna,2311522
Japan,09-07-21,Pfizer/BioNTech,60858993
Japan,10-07-21,Moderna,2444569
Japan,10-07-21,Pfizer/BioNTech,62180920
Japan,11-07-21,Moderna,2562935
Japan,11-07-21,Pfizer/BioNTech,63327983
Japan,12-07-21,Moderna,2694487
Japan,12-07-21,Pfizer/BioNTech,64563060
Japan,13-07-21,Moderna,2825239
Japan,13-07-21,Pfizer/BioNTech,65794922
Japan,14-07-21,Moderna,2949342
Japan,14-07-21,Pfizer/BioNTech,67026586
Japan,15-07-21,Moderna,3071646
Japan,15-07-21,Pfizer/BioNTech,68220083
Japan,16-07-21,Moderna,3197502
Japan,16-07-21,Pfizer/BioNTech,69415761
Japan,17-07-21,Moderna,3323965
Japan,17-07-21,Pfizer/BioNTech,70617414
Japan,18-07-21,Moderna,3442470
Japan,18-07-21,Pfizer/BioNTech,71691340
Japan,19-07-21,Moderna,3594456
Japan,19-07-21,Pfizer/BioNTech,72565446
Japan,20-07-21,Moderna,3742299
Japan,20-07-21,Pfizer/BioNTech,73694601
Japan,21-07-21,Moderna,3898766
Japan,21-07-21,Pfizer/BioNTech,74787316
Japan,22-07-21,Moderna,4006790
Japan,22-07-21,Pfizer/BioNTech,75223041
Japan,23-07-21,Moderna,4112667
Japan,23-07-21,Pfizer/BioNTech,75524890
Japan,24-07-21,Moderna,4257016
Japan,24-07-21,Pfizer/BioNTech,76492896
Japan,25-07-21,Moderna,4395332
Japan,25-07-21,Pfizer/BioNTech,77390382
Japan,26-07-21,Moderna,4549315
Japan,26-07-21,Pfizer/BioNTech,78438509
Japan,27-07-21,Moderna,4702489
Japan,27-07-21,Pfizer/BioNTech,79516259
Japan,28-07-21,Moderna,4844563
Japan,28-07-21,Pfizer/BioNTech,80604819
Japan,29-07-21,Moderna,4984585
Japan,29-07-21,Pfizer/BioNTech,81656734
Japan,30-07-21,Moderna,5130661
Japan,30-07-21,Pfizer/BioNTech,82700623
Japan,31-07-21,Moderna,5276633
Japan,31-07-21,Pfizer/BioNTech,83804919
Japan,01-08-21,Moderna,5396425
Japan,01-08-21,Pfizer/BioNTech,84627215
Japan,02-08-21,Moderna,5506545
Japan,02-08-21,Pfizer/BioNTech,85373829
Japan,03-08-21,Moderna,5605114
